departure_datetime,origin,destination,airline,price_eur,num_stops,travel_time_minutes,days_left
2025-11-28 15:30:00,AGP,HAM,Brussels Airlines,129,1,405,73
2025-11-30 11:05:00,HAM,GRX,Vueling,119,1,645,75
2025-11-26 10:05:00,HAJ,AGP,SWISS,165,1,330,71
2025-11-27 11:10:00,HAM,AGP,VuelingIberia,88,1,365,72
2025-11-28 12:30:00,HAM,AGP,"Scandinavian Airlines, Sas Connect",110,1,375,73
2025-11-30 11:40:00,BIO,HAM,Eurowings,150,1,540,75
2025-12-01 10:40:00,AGP,BRE,"Transavia, KLM",179,1,430,76
2025-12-05 16:40:00,AGP,BRE,KLM,215,1,320,80
2025-12-07 06:05:00,BRE,AGP,Lufthansa,156,1,345,82
2025-12-03 07:00:00,HAM,MAD,Iberia,81,0,180,78
2025-12-04 09:50:00,HAM,AGP,Scandinavian Airlines,132,1,470,79
2025-12-05 08:25:00,HAM,AGP,KLM,118,1,445,80
2025-12-07 12:35:00,MAD,HAM,Air France,114,1,270,82
2025-12-08 10:40:00,AGP,BRE,"Transavia, KLM",102,1,430,83
2025-12-12 15:30:00,AGP,HAM,Brussels Airlines,129,1,405,87
2025-12-14 09:30:00,BRE,AGP,"Lufthansa, Lufthansa City Airlines",180,1,355,89
2025-12-10 18:40:00,HAJ,BIO,Vueling,81,1,945,85
2025-12-11 10:20:00,HAJ,AGP,Scandinavian Airlines,165,1,440,86
2025-12-12 12:30:00,HAM,BIO,"Scandinavian Airlines, Sas Connect",160,1,370,87
2025-12-14 06:00:00,MAD,HAJ,KLM,92,1,260,89
2025-12-15 14:50:00,BIO,HAM,EurowingsLufthansa,130,1,260,90
2025-12-19 16:40:00,AGP,HAM,KLM,126,1,315,94
2025-12-21 11:05:00,HAM,GRX,Vueling,228,1,645,96
2025-12-17 07:00:00,HAM,MAD,Iberia,220,0,180,92
2025-12-18 07:00:00,HAM,MAD,Iberia,201,0,180,93
2025-12-19 20:45:00,HAM,BIO,VuelingIberia,162,1,695,94
2025-12-21 13:00:00,AGP,HAM,SWISS,135,1,295,96
2025-12-22 09:25:00,AGP,HAJ,VuelingIberia,146,1,315,97
2025-12-26 12:15:00,AGP,HAM,Lufthansa,134,1,450,101
2025-12-28 20:45:00,HAM,GRX,Vueling,204,1,735,103
2025-12-24 07:20:00,HAJ,AGP,Air France,152,1,980,99
2025-12-25 20:45:00,HAM,AGP,VuelingIberia,152,1,890,100
2025-12-26 13:25:00,HAJ,BIO,Vueling,230,1,545,101
2025-12-28 17:20:00,BIO,HAM,KLM,201,1,275,103
2025-12-29 13:05:00,MAD,HAJ,KLM,162,1,275,104
2026-01-02 13:20:00,AGP,HAM,Iberia,297,1,560,108
2026-01-04 06:15:00,HAM,AGP,Lufthansa,172,1,310,110
2025-12-31 11:10:00,HAM,BIO,VuelingIberia,139,1,350,106
2026-01-01 20:20:00,HAJ,AGP,SWISS,165,1,950,107
2026-01-02 11:20:00,HAM,AGP,"KLM, Transavia",118,1,495,108
2026-01-04 12:15:00,MAD,HAM,Iberia,345,0,180,110
2026-01-05 09:15:00,BIO,HAM,Iberia,188,1,360,111
